ID	species	abundance	season
75	Eubacterium_siraeum	9.19248	2014wet
76	Eubacterium_siraeum	0.11474	2014wet
77	Eubacterium_siraeum	0.2504	2014wet
78	Eubacterium_siraeum	0.49231	2014wet
79	Eubacterium_siraeum	1.61524	2014wet
80	Eubacterium_siraeum	0.44965	2014wet
81	Eubacterium_siraeum	2.22686	2014wet
82	Eubacterium_siraeum	0.90001	2014wet
83	Eubacterium_siraeum	4.80901	2014wet
84	Eubacterium_siraeum	0.02308	2014dry
45	Faecalibacterium_prausnitzii	16.42159	2014dry
46	Faecalibacterium_prausnitzii	35.09509	2014dry
47	Faecalibacterium_prausnitzii	10.47214	2014wet
48	Faecalibacterium_prausnitzii	1.67452	2014dry
49	Faecalibacterium_prausnitzii	13.23115	2014wet
50	Faecalibacterium_prausnitzii	9.70788	2014wet
51	Faecalibacterium_prausnitzii	17.40407	2014wet
52	Faecalibacterium_prausnitzii	15.30911	2014wet
53	Faecalibacterium_prausnitzii	22.51139	2014wet
54	Faecalibacterium_prausnitzii	8.88585	2014wet
55	Faecalibacterium_prausnitzii	27.56535	2014dry
56	Faecalibacterium_prausnitzii	17.17388	2014dry
57	Faecalibacterium_prausnitzii	21.55449	2014wet
58	Faecalibacterium_prausnitzii	8.80633	2014wet
59	Faecalibacterium_prausnitzii	11.17476	2013dry
60	Faecalibacterium_prausnitzii	12.40573	2013dry
61	Faecalibacterium_prausnitzii	43.03192	2013dry
62	Faecalibacterium_prausnitzii	12.26955	2013dry
63	Faecalibacterium_prausnitzii	19.12198	2013dry
64	Faecalibacterium_prausnitzii	5.63048	2013dry
65	Faecalibacterium_prausnitzii	4.97995	2013dry
66	Faecalibacterium_prausnitzii	19.42435	2013dry
67	Faecalibacterium_prausnitzii	17.7197	2014dry
68	Faecalibacterium_prausnitzii	11.32273	2014dry
69	Faecalibacterium_prausnitzii	36.2454	2014dry
70	Faecalibacterium_prausnitzii	23.11617	2014dry
71	Faecalibacterium_prausnitzii	4.42135	2014dry
72	Faecalibacterium_prausnitzii	31.0389	2014dry
73	Faecalibacterium_prausnitzii	11.72865	2014dry
74	Faecalibacterium_prausnitzii	29.7908	2014wet
75	Faecalibacterium_prausnitzii	7.01023	2014wet
76	Faecalibacterium_prausnitzii	3.52788	2014wet
77	Faecalibacterium_prausnitzii	10.02028	2014wet
78	Faecalibacterium_prausnitzii	3.85188	2014wet
79	Faecalibacterium_prausnitzii	12.36401	2014wet
80	Faecalibacterium_prausnitzii	4.02806	2014wet
81	Faecalibacterium_prausnitzii	4.46362	2014wet
82	Faecalibacterium_prausnitzii	14.58031	2014wet
83	Faecalibacterium_prausnitzii	13.89675	2014wet
84	Faecalibacterium_prausnitzii	17.81114	2014dry
45	Lachnospiraceae_bacterium_5_1_63FAA	0.21354	2014dry
46	Lachnospiraceae_bacterium_5_1_63FAA	0.3909	2014dry
47	Lachnospiraceae_bacterium_5_1_63FAA	3.78568	2014wet
48	Lachnospiraceae_bacterium_5_1_63FAA	0.98035	2014dry
49	Lachnospiraceae_bacterium_5_1_63FAA	1.74445	2014wet
50	Lachnospiraceae_bacterium_5_1_63FAA	3.8325	2014wet
51	Lachnospiraceae_bacterium_5_1_63FAA	1.78823	2014wet
52	Lachnospiraceae_bacterium_5_1_63FAA	0.78123	2014wet
53	Lachnospiraceae_bacterium_5_1_63FAA	2.10479	2014wet
54	Lachnospiraceae_bacterium_5_1_63FAA	0.97017	2014wet
55	Lachnospiraceae_bacterium_5_1_63FAA	0.41733	2014dry
56	Lachnospiraceae_bacterium_5_1_63FAA	1.36091	2014dry
57	Lachnospiraceae_bacterium_5_1_63FAA	0.25394	2014wet
58	Lachnospiraceae_bacterium_5_1_63FAA	0.79747	2014wet
59	Lachnospiraceae_bacterium_5_1_63FAA	0.05166	2013dry
60	Lachnospiraceae_bacterium_5_1_63FAA	0.25817	2013dry
61	Lachnospiraceae_bacterium_5_1_63FAA	0.06762	2013dry
62	Lachnospiraceae_bacterium_5_1_63FAA	0.00595	2013dry
63	Lachnospiraceae_bacterium_5_1_63FAA	0.51475	2013dry
64	Lachnospiraceae_bacterium_5_1_63FAA	0.0	2013dry
65	Lachnospiraceae_bacterium_5_1_63FAA	1.53579	2013dry
66	Lachnospiraceae_bacterium_5_1_63FAA	0.36598	2013dry
67	Lachnospiraceae_bacterium_5_1_63FAA	0.31111	2014dry
68	Lachnospiraceae_bacterium_5_1_63FAA	0.19714	2014dry
69	Lachnospiraceae_bacterium_5_1_63FAA	0.65526	2014dry
70	Lachnospiraceae_bacterium_5_1_63FAA	0.88498	2014dry
71	Lachnospiraceae_bacterium_5_1_63FAA	0.0	2014dry
72	Lachnospiraceae_bacterium_5_1_63FAA	0.4217	2014dry
73	Lachnospiraceae_bacterium_5_1_63FAA	2.80239	2014dry
74	Lachnospiraceae_bacterium_5_1_63FAA	1.96468	2014wet
75	Lachnospiraceae_bacterium_5_1_63FAA	0.2236	2014wet
76	Lachnospiraceae_bacterium_5_1_63FAA	0.21425	2014wet
77	Lachnospiraceae_bacterium_5_1_63FAA	0.27941	2014wet
78	Lachnospiraceae_bacterium_5_1_63FAA	0.39368	2014wet
79	Lachnospiraceae_bacterium_5_1_63FAA	0.82937	2014wet
80	Lachnospiraceae_bacterium_5_1_63FAA	2.24158	2014wet
81	Lachnospiraceae_bacterium_5_1_63FAA	0.88293	2014wet
82	Lachnospiraceae_bacterium_5_1_63FAA	0.66295	2014wet
83	Lachnospiraceae_bacterium_5_1_63FAA	1.44205	2014wet
84	Lachnospiraceae_bacterium_5_1_63FAA	0.15862	2014dry
45	Methanobrevibacter_smithii	0.71409	2014dry
46	Methanobrevibacter_smithii	0.0	2014dry
47	Methanobrevibacter_smithii	0.03601	2014wet
48	Methanobrevibacter_smithii	0.31972	2014dry
49	Methanobrevibacter_smithii	0.02334	2014wet
50	Methanobrevibacter_smithii	12.03354	2014wet
51	Methanobrevibacter_smithii	1.05592	2014wet
52	Methanobrevibacter_smithii	3.87151	2014wet
53	Methanobrevibacter_smithii	0.76355	2014wet
54	Methanobrevibacter_smithii	0.43521	2014wet
55	Methanobrevibacter_smithii	0.65578	2014dry
56	Methanobrevibacter_smithii	29.29091	2014dry
57	Methanobrevibacter_smithii	1.9687	2014wet
58	Methanobrevibacter_smithii	24.15012	2014wet
59	Methanobrevibacter_smithii	0.15433	2013dry
60	Methanobrevibacter_smithii	22.35511	2013dry
61	Methanobrevibacter_smithii	5.92541	2013dry
62	Methanobrevibacter_smithii	0.09968	2013dry
63	Methanobrevibacter_smithii	11.28207	2013dry
64	Methanobrevibacter_smithii	11.52164	2013dry
65	Methanobrevibacter_smithii	0.2828	2013dry
66	Methanobrevibacter_smithii	8.21938	2013dry
67	Methanobrevibacter_smithii	0.27811	2014dry
68	Methanobrevibacter_smithii	8.74848	2014dry
69	Methanobrevibacter_smithii	0.0	2014dry
70	Methanobrevibacter_smithii	9.63066	2014dry
71	Methanobrevibacter_smithii	4.9276	2014dry
72	Methanobrevibacter_smithii	13.92297	2014dry
73	Methanobrevibacter_smithii	19.41231	2014dry
74	Methanobrevibacter_smithii	8.9447	2014wet
75	Methanobrevibacter_smithii	19.2964	2014wet
76	Methanobrevibacter_smithii	44.72568	2014wet
77	Methanobrevibacter_smithii	11.80752	2014wet
78	Methanobrevibacter_smithii	0.17651	2014wet
79	Methanobrevibacter_smithii	34.3159	2014wet
80	Methanobrevibacter_smithii	27.56753	2014wet
81	Methanobrevibacter_smithii	0.03427	2014wet
82	Methanobrevibacter_smithii	0.74371	2014wet
83	Methanobrevibacter_smithii	6.435	2014wet
84	Methanobrevibacter_smithii	3.35835	2014dry
45	Phascolarctobacterium_succinatutens	5.22914	2014dry
46	Phascolarctobacterium_succinatutens	5.36618	2014dry
47	Phascolarctobacterium_succinatutens	0.33892	2014wet
48	Phascolarctobacterium_succinatutens	1.87555	2014dry
49	Phascolarctobacterium_succinatutens	1.75668	2014wet
50	Phascolarctobacterium_succinatutens	3.60337	2014wet
51	Phascolarctobacterium_succinatutens	1.79166	2014wet
52	Phascolarctobacterium_succinatutens	7.40371	2014wet
53	Phascolarctobacterium_succinatutens	4.54204	2014wet
54	Phascolarctobacterium_succinatutens	5.2079	2014wet
55	Phascolarctobacterium_succinatutens	5.38112	2014dry
56	Phascolarctobacterium_succinatutens	2.84786	2014dry
57	Phascolarctobacterium_succinatutens	0.25339	2014wet
58	Phascolarctobacterium_succinatutens	0.43169	2014wet
59	Phascolarctobacterium_succinatutens	0.54207	2013dry
60	Phascolarctobacterium_succinatutens	9.12212	2013dry
61	Phascolarctobacterium_succinatutens	0.87079	2013dry
62	Phascolarctobacterium_succinatutens	0.44869	2013dry
63	Phascolarctobacterium_succinatutens	3.76674	2013dry
64	Phascolarctobacterium_succinatutens	12.22929	2013dry
65	Phascolarctobacterium_succinatutens	0.15547	2013dry
66	Phascolarctobacterium_succinatutens	16.93156	2013dry
67	Phascolarctobacterium_succinatutens	1.41782	2014dry
68	Phascolarctobacterium_succinatutens	9.72426	2014dry
69	Phascolarctobacterium_succinatutens	2.64567	2014dry
70	Phascolarctobacterium_succinatutens	2.7289	2014dry
71	Phascolarctobacterium_succinatutens	6.80987	2014dry
72	Phascolarctobacterium_succinatutens	4.76541	2014dry
73	Phascolarctobacterium_succinatutens	4.17038	2014dry
74	Phascolarctobacterium_succinatutens	0.74788	2014wet
75	Phascolarctobacterium_succinatutens	4.5131	2014wet
76	Phascolarctobacterium_succinatutens	11.78723	2014wet
77	Phascolarctobacterium_succinatutens	0.26759	2014wet
78	Phascolarctobacterium_succinatutens	0.0	2014wet
79	Phascolarctobacterium_succinatutens	1.12851	2014wet
80	Phascolarctobacterium_succinatutens	0.74681	2014wet
81	Phascolarctobacterium_succinatutens	0.10973	2014wet
82	Phascolarctobacterium_succinatutens	0.6097	2014wet
83	Phascolarctobacterium_succinatutens	8.13564	2014wet
84	Phascolarctobacterium_succinatutens	5.50618	2014dry
45	Prevotella_copri	20.40139	2014dry
46	Prevotella_copri	23.24744	2014dry
47	Prevotella_copri	9.97164	2014wet
48	Prevotella_copri	0.79098	2014dry
49	Prevotella_copri	10.35838	2014wet
50	Prevotella_copri	1.02647	2014wet
51	Prevotella_copri	19.18303	2014wet
52	Prevotella_copri	3.09253	2014wet
53	Prevotella_copri	8.20252	2014wet
54	Prevotella_copri	13.04101	2014wet
55	Prevotella_copri	29.73752	2014dry
56	Prevotella_copri	2.36304	2014dry
57	Prevotella_copri	2.07881	2014wet
58	Prevotella_copri	2.50623	2014wet
59	Prevotella_copri	39.2338	2013dry
60	Prevotella_copri	17.52495	2013dry
61	Prevotella_copri	8.17609	2013dry
62	Prevotella_copri	36.22795	2013dry
63	Prevotella_copri	13.24223	2013dry
64	Prevotella_copri	17.60957	2013dry
65	Prevotella_copri	1.36248	2013dry
66	Prevotella_copri	10.40879	2013dry
67	Prevotella_copri	36.08897	2014dry
68	Prevotella_copri	11.02723	2014dry
69	Prevotella_copri	28.02035	2014dry
70	Prevotella_copri	27.06339	2014dry
71	Prevotella_copri	17.60553	2014dry
72	Prevotella_copri	2.91149	2014dry
73	Prevotella_copri	11.30625	2014dry
74	Prevotella_copri	6.04801	2014wet
75	Prevotella_copri	1.94959	2014wet
76	Prevotella_copri	3.86346	2014wet
77	Prevotella_copri	1.54091	2014wet
78	Prevotella_copri	0.73747	2014wet
79	Prevotella_copri	1.84567	2014wet
80	Prevotella_copri	1.0267	2014wet
81	Prevotella_copri	1.77857	2014wet
82	Prevotella_copri	6.18779	2014wet
83	Prevotella_copri	3.39647	2014wet
84	Prevotella_copri	12.92934	2014dry
45	Prevotella_stercorea	0.52108	2014dry
46	Prevotella_stercorea	4.7212	2014dry
47	Prevotella_stercorea	0.00902	2014wet
48	Prevotella_stercorea	0.10483	2014dry
49	Prevotella_stercorea	1.5038	2014wet
50	Prevotella_stercorea	0.13357	2014wet
51	Prevotella_stercorea	0.19401	2014wet
52	Prevotella_stercorea	0.7616	2014wet
53	Prevotella_stercorea	2.25683	2014wet
54	Prevotella_stercorea	0.84314	2014wet
55	Prevotella_stercorea	2.07484	2014dry
56	Prevotella_stercorea	0.55211	2014dry
57	Prevotella_stercorea	0.14627	2014wet
58	Prevotella_stercorea	0.11251	2014wet
59	Prevotella_stercorea	3.60867	2013dry
60	Prevotella_stercorea	0.71723	2013dry
61	Prevotella_stercorea	2.02994	2013dry
62	Prevotella_stercorea	3.29158	2013dry
63	Prevotella_stercorea	2.81246	2013dry
64	Prevotella_stercorea	11.01386	2013dry
65	Prevotella_stercorea	0.0408	2013dry
66	Prevotella_stercorea	0.4633	2013dry
67	Prevotella_stercorea	4.16435	2014dry
68	Prevotella_stercorea	0.93614	2014dry
69	Prevotella_stercorea	4.81077	2014dry
70	Prevotella_stercorea	1.32499	2014dry
71	Prevotella_stercorea	3.6695	2014dry
72	Prevotella_stercorea	0.19696	2014dry
73	Prevotella_stercorea	0.38779	2014dry
74	Prevotella_stercorea	0.0	2014wet
75	Prevotella_stercorea	0.17053	2014wet
76	Prevotella_stercorea	0.11668	2014wet
77	Prevotella_stercorea	0.13531	2014wet
78	Prevotella_stercorea	0.0	2014wet
79	Prevotella_stercorea	0.03491	2014wet
80	Prevotella_stercorea	0.1051	2014wet
81	Prevotella_stercorea	0.06011	2014wet
82	Prevotella_stercorea	1.23754	2014wet
83	Prevotella_stercorea	0.07918	2014wet
84	Prevotella_stercorea	0.59871	2014dry
45	Roseburia_hominis	0.0	2014dry
46	Roseburia_hominis	0.10635	2014dry
47	Roseburia_hominis	0.00457	2014wet
48	Roseburia_hominis	0.0	2014dry
49	Roseburia_hominis	0.08986	2014wet
50	Roseburia_hominis	0.0	2014wet
51	Roseburia_hominis	0.10224	2014wet
52	Roseburia_hominis	0.0	2014wet
53	Roseburia_hominis	0.0	2014wet
54	Roseburia_hominis	0.31301	2014wet
55	Roseburia_hominis	1.20548	2014dry
56	Roseburia_hominis	0.0	2014dry
57	Roseburia_hominis	0.1045	2014wet
58	Roseburia_hominis	0.0	2014wet
59	Roseburia_hominis	1.12928	2013dry
60	Roseburia_hominis	0.08177	2013dry
61	Roseburia_hominis	0.59822	2013dry
62	Roseburia_hominis	0.88738	2013dry
63	Roseburia_hominis	0.0	2013dry
64	Roseburia_hominis	0.98269	2013dry
65	Roseburia_hominis	0.0	2013dry
66	Roseburia_hominis	0.35281	2013dry
67	Roseburia_hominis	0.10557	2014dry
68	Roseburia_hominis	0.08839	2014dry
69	Roseburia_hominis	0.40731	2014dry
70	Roseburia_hominis	0.03457	2014dry
71	Roseburia_hominis	0.0	2014dry
72	Roseburia_hominis	0.67464	2014dry
73	Roseburia_hominis	0.05904	2014dry
74	Roseburia_hominis	0.0	2014wet
75	Roseburia_hominis	0.13924	2014wet
76	Roseburia_hominis	0.0	2014wet
77	Roseburia_hominis	0.11406	2014wet
78	Roseburia_hominis	0.0	2014wet
79	Roseburia_hominis	0.0	2014wet
80	Roseburia_hominis	0.0	2014wet
81	Roseburia_hominis	0.0	2014wet
82	Roseburia_hominis	0.02544	2014wet
83	Roseburia_hominis	0.0	2014wet
84	Roseburia_hominis	0.0	2014dry
45	Roseburia_intestinalis	0.03332	2014dry
46	Roseburia_intestinalis	0.40287	2014dry
47	Roseburia_intestinalis	0.07848	2014wet
48	Roseburia_intestinalis	0.0	2014dry
49	Roseburia_intestinalis	0.59234	2014wet
50	Roseburia_intestinalis	0.0	2014wet
51	Roseburia_intestinalis	0.06299	2014wet
52	Roseburia_intestinalis	0.01634	2014wet
53	Roseburia_intestinalis	0.06496	2014wet
54	Roseburia_intestinalis	0.02758	2014wet
55	Roseburia_intestinalis	0.66167	2014dry
56	Roseburia_intestinalis	0.0	2014dry
57	Roseburia_intestinalis	2.92489	2014wet
58	Roseburia_intestinalis	0.0	2014wet
59	Roseburia_intestinalis	0.21706	2013dry
60	Roseburia_intestinalis	0.0304	2013dry
61	Roseburia_intestinalis	0.0	2013dry
62	Roseburia_intestinalis	0.1524	2013dry
63	Roseburia_intestinalis	4.35821	2013dry
64	Roseburia_intestinalis	0.0	2013dry
65	Roseburia_intestinalis	0.0	2013dry
66	Roseburia_intestinalis	0.0	2013dry
67	Roseburia_intestinalis	1.00911	2014dry
68	Roseburia_intestinalis	0.0	2014dry
69	Roseburia_intestinalis	0.50178	2014dry
70	Roseburia_intestinalis	0.05439	2014dry
71	Roseburia_intestinalis	0.0	2014dry
72	Roseburia_intestinalis	0.0	2014dry
73	Roseburia_intestinalis	0.0	2014dry
74	Roseburia_intestinalis	0.00795	2014wet
75	Roseburia_intestinalis	0.0	2014wet
76	Roseburia_intestinalis	0.0	2014wet
77	Roseburia_intestinalis	0.0	2014wet
78	Roseburia_intestinalis	0.18675	2014wet
79	Roseburia_intestinalis	0.06003	2014wet
80	Roseburia_intestinalis	0.74278	2014wet
81	Roseburia_intestinalis	0.87594	2014wet
82	Roseburia_intestinalis	0.75743	2014wet
83	Roseburia_intestinalis	0.0	2014wet
84	Roseburia_intestinalis	1.71861	2014dry
45	Roseburia_inulinivorans	0.16108	2014dry
46	Roseburia_inulinivorans	1.55549	2014dry
47	Roseburia_inulinivorans	0.11017	2014wet
48	Roseburia_inulinivorans	0.37623	2014dry
49	Roseburia_inulinivorans	0.24423	2014wet
50	Roseburia_inulinivorans	0.18849	2014wet
51	Roseburia_inulinivorans	1.57181	2014wet
52	Roseburia_inulinivorans	0.2402	2014wet
53	Roseburia_inulinivorans	0.69297	2014wet
54	Roseburia_inulinivorans	0.47484	2014wet
55	Roseburia_inulinivorans	0.00762	2014dry
56	Roseburia_inulinivorans	0.26453	2014dry
57	Roseburia_inulinivorans	3.48807	2014wet
58	Roseburia_inulinivorans	0.16256	2014wet
59	Roseburia_inulinivorans	0.25102	2013dry
60	Roseburia_inulinivorans	0.86405	2013dry
61	Roseburia_inulinivorans	0.3083	2013dry
62	Roseburia_inulinivorans	0.17677	2013dry
63	Roseburia_inulinivorans	0.45525	2013dry
64	Roseburia_inulinivorans	0.49355	2013dry
65	Roseburia_inulinivorans	0.0	2013dry
66	Roseburia_inulinivorans	1.02234	2013dry
67	Roseburia_inulinivorans	0.14224	2014dry
68	Roseburia_inulinivorans	1.2361	2014dry
69	Roseburia_inulinivorans	1.11858	2014dry
70	Roseburia_inulinivorans	0.0	2014dry
71	Roseburia_inulinivorans	0.0	2014dry
72	Roseburia_inulinivorans	0.20931	2014dry
73	Roseburia_inulinivorans	0.4455	2014dry
74	Roseburia_inulinivorans	0.12664	2014wet
75	Roseburia_inulinivorans	0.0	2014wet
76	Roseburia_inulinivorans	0.0	2014wet
77	Roseburia_inulinivorans	0.02873	2014wet
78	Roseburia_inulinivorans	0.11485	2014wet
79	Roseburia_inulinivorans	0.60733	2014wet
80	Roseburia_inulinivorans	0.03025	2014wet
81	Roseburia_inulinivorans	2.43576	2014wet
82	Roseburia_inulinivorans	3.82546	2014wet
83	Roseburia_inulinivorans	0.07129	2014wet
84	Roseburia_inulinivorans	2.8006	2014dry
45	Rothia_mucilaginosa	0.0	2014dry
46	Rothia_mucilaginosa	0.00887	2014dry
47	Rothia_mucilaginosa	0.00743	2014wet
48	Rothia_mucilaginosa	0.0	2014dry
49	Rothia_mucilaginosa	0.01506	2014wet
50	Rothia_mucilaginosa	0.0	2014wet
51	Rothia_mucilaginosa	0.0	2014wet
52	Rothia_mucilaginosa	0.05109	2014wet
53	Rothia_mucilaginosa	0.51625	2014wet
54	Rothia_mucilaginosa	0.03941	2014wet
55	Rothia_mucilaginosa	0.0	2014dry
56	Rothia_mucilaginosa	0.0	2014dry
57	Rothia_mucilaginosa	0.0	2014wet
58	Rothia_mucilaginosa	0.0	2014wet
59	Rothia_mucilaginosa	0.03432	2013dry
60	Rothia_mucilaginosa	0.0	2013dry
61	Rothia_mucilaginosa	0.0	2013dry
62	Rothia_mucilaginosa	0.0	2013dry
63	Rothia_mucilaginosa	0.0	2013dry
64	Rothia_mucilaginosa	0.0	2013dry
65	Rothia_mucilaginosa	0.0	2013dry
66	Rothia_mucilaginosa	0.0	2013dry
67	Rothia_mucilaginosa	0.0	2014dry
68	Rothia_mucilaginosa	0.0	2014dry
69	Rothia_mucilaginosa	0.0	2014dry
70	Rothia_mucilaginosa	0.0	2014dry
71	Rothia_mucilaginosa	0.0	2014dry
72	Rothia_mucilaginosa	0.0	2014dry
73	Rothia_mucilaginosa	0.00572	2014dry
74	Rothia_mucilaginosa	0.0	2014wet
75	Rothia_mucilaginosa	0.0	2014wet
76	Rothia_mucilaginosa	0.0	2014wet
77	Rothia_mucilaginosa	0.0	2014wet
78	Rothia_mucilaginosa	0.0	2014wet
79	Rothia_mucilaginosa	0.0	2014wet
80	Rothia_mucilaginosa	0.24999	2014wet
81	Rothia_mucilaginosa	0.15797	2014wet
82	Rothia_mucilaginosa	0.04377	2014wet
83	Rothia_mucilaginosa	0.0	2014wet
84	Rothia_mucilaginosa	0.2595	2014dry
45	Ruminococcus_bromii	4.43524	2014dry
46	Ruminococcus_bromii	1.08596	2014dry
47	Ruminococcus_bromii	0.65264	2014wet
48	Ruminococcus_bromii	22.47948	2014dry
49	Ruminococcus_bromii	0.516	2014wet
50	Ruminococcus_bromii	8.3986	2014wet
51	Ruminococcus_bromii	0.08463	2014wet
52	Ruminococcus_bromii	0.48883	2014wet
53	Ruminococcus_bromii	0.30699	2014wet
54	Ruminococcus_bromii	0.47894	2014wet
55	Ruminococcus_bromii	0.61732	2014dry
56	Ruminococcus_bromii	0.57494	2014dry
57	Ruminococcus_bromii	33.37613	2014wet
58	Ruminococcus_bromii	1.55463	2014wet
59	Ruminococcus_bromii	1.5403	2013dry
60	Ruminococcus_bromii	1.86359	2013dry
61	Ruminococcus_bromii	1.48201	2013dry
62	Ruminococcus_bromii	1.35198	2013dry
63	Ruminococcus_bromii	0.10571	2013dry
64	Ruminococcus_bromii	0.0	2013dry
65	Ruminococcus_bromii	4.84923	2013dry
66	Ruminococcus_bromii	2.81549	2013dry
67	Ruminococcus_bromii	1.61544	2014dry
68	Ruminococcus_bromii	0.20149	2014dry
69	Ruminococcus_bromii	1.90219	2014dry
70	Ruminococcus_bromii	4.89706	2014dry
71	Ruminococcus_bromii	6.2948	2014dry
72	Ruminococcus_bromii	3.14971	2014dry
73	Ruminococcus_bromii	5.87935	2014dry
74	Ruminococcus_bromii	3.23824	2014wet
75	Ruminococcus_bromii	3.62749	2014wet
76	Ruminococcus_bromii	1.05683	2014wet
77	Ruminococcus_bromii	23.57555	2014wet
78	Ruminococcus_bromii	0.32254	2014wet
79	Ruminococcus_bromii	9.35661	2014wet
80	Ruminococcus_bromii	3.31506	2014wet
81	Ruminococcus_bromii	0.0131	2014wet
82	Ruminococcus_bromii	3.86677	2014wet
83	Ruminococcus_bromii	1.26289	2014wet
84	Ruminococcus_bromii	16.83434	2014dry
45	Ruminococcus_callidus	0.03018	2014dry
46	Ruminococcus_callidus	0.51827	2014dry
47	Ruminococcus_callidus	0.08404	2014wet
48	Ruminococcus_callidus	0.0	2014dry
49	Ruminococcus_callidus	0.00552	2014wet
50	Ruminococcus_callidus	0.0	2014wet
51	Ruminococcus_callidus	0.75378	2014wet
52	Ruminococcus_callidus	0.0	2014wet
53	Ruminococcus_callidus	0.27408	2014wet
54	Ruminococcus_callidus	0.30744	2014wet
55	Ruminococcus_callidus	0.24669	2014dry
56	Ruminococcus_callidus	0.0	2014dry
57	Ruminococcus_callidus	0.39437	2014wet
58	Ruminococcus_callidus	0.0	2014wet
59	Ruminococcus_callidus	0.48485	2013dry
60	Ruminococcus_callidus	0.0	2013dry
61	Ruminococcus_callidus	0.0	2013dry
62	Ruminococcus_callidus	0.34049	2013dry
63	Ruminococcus_callidus	0.08514	2013dry
64	Ruminococcus_callidus	0.0	2013dry
65	Ruminococcus_callidus	0.20326	2013dry
66	Ruminococcus_callidus	0.0	2013dry
67	Ruminococcus_callidus	0.0	2014dry
68	Ruminococcus_callidus	0.0	2014dry
69	Ruminococcus_callidus	0.63256	2014dry
70	Ruminococcus_callidus	0.0	2014dry
71	Ruminococcus_callidus	0.05562	2014dry
72	Ruminococcus_callidus	0.0	2014dry
73	Ruminococcus_callidus	0.0	2014dry
74	Ruminococcus_callidus	0.98933	2014wet
75	Ruminococcus_callidus	0.0	2014wet
76	Ruminococcus_callidus	0.0	2014wet
77	Ruminococcus_callidus	0.0	2014wet
78	Ruminococcus_callidus	0.0	2014wet
79	Ruminococcus_callidus	0.0	2014wet
80	Ruminococcus_callidus	0.02018	2014wet
81	Ruminococcus_callidus	0.0	2014wet
82	Ruminococcus_callidus	0.0	2014wet
83	Ruminococcus_callidus	0.05406	2014wet
84	Ruminococcus_callidus	0.24935	2014dry
45	Ruminococcus_champanellensis	0.0	2014dry
46	Ruminococcus_champanellensis	0.0	2014dry
47	Ruminococcus_champanellensis	0.0	2014wet
48	Ruminococcus_champanellensis	0.0	2014dry
49	Ruminococcus_champanellensis	0.0	2014wet
50	Ruminococcus_champanellensis	0.0	2014wet
51	Ruminococcus_champanellensis	0.08047	2014wet
52	Ruminococcus_champanellensis	0.0	2014wet
53	Ruminococcus_champanellensis	0.13684	2014wet
54	Ruminococcus_champanellensis	0.0	2014wet
55	Ruminococcus_champanellensis	0.2274	2014dry
56	Ruminococcus_champanellensis	0.0	2014dry
57	Ruminococcus_champanellensis	0.0	2014wet
58	Ruminococcus_champanellensis	0.0	2014wet
59	Ruminococcus_champanellensis	0.0	2013dry
60	Ruminococcus_champanellensis	0.02445	2013dry
61	Ruminococcus_champanellensis	5.40664	2013dry
62	Ruminococcus_champanellensis	0.0	2013dry
63	Ruminococcus_champanellensis	0.0	2013dry
64	Ruminococcus_champanellensis	3.35025	2013dry
65	Ruminococcus_champanellensis	0.0	2013dry
66	Ruminococcus_champanellensis	0.0	2013dry
67	Ruminococcus_champanellensis	0.0	2014dry
68	Ruminococcus_champanellensis	1.6131	2014dry
69	Ruminococcus_champanellensis	0.0	2014dry
70	Ruminococcus_champanellensis	1.14793	2014dry
71	Ruminococcus_champanellensis	2.91689	2014dry
72	Ruminococcus_champanellensis	0.10193	2014dry
73	Ruminococcus_champanellensis	3.43006	2014dry
74	Ruminococcus_champanellensis	0.0	2014wet
75	Ruminococcus_champanellensis	1.69914	2014wet
76	Ruminococcus_champanellensis	0.63421	2014wet
77	Ruminococcus_champanellensis	0.18735	2014wet
78	Ruminococcus_champanellensis	0.0	2014wet
79	Ruminococcus_champanellensis	2.95629	2014wet
80	Ruminococcus_champanellensis	0.64418	2014wet
81	Ruminococcus_champanellensis	0.0	2014wet
82	Ruminococcus_champanellensis	0.0	2014wet
83	Ruminococcus_champanellensis	6.31069	2014wet
84	Ruminococcus_champanellensis	0.03113	2014dry
45	Ruminococcus_lactaris	0.0	2014dry
46	Ruminococcus_lactaris	0.0	2014dry
47	Ruminococcus_lactaris	3.72301	2014wet
48	Ruminococcus_lactaris	0.0	2014dry
49	Ruminococcus_lactaris	0.11402	2014wet
50	Ruminococcus_lactaris	0.0	2014wet
51	Ruminococcus_lactaris	0.02227	2014wet
52	Ruminococcus_lactaris	0.0	2014wet
53	Ruminococcus_lactaris	0.00784	2014wet
54	Ruminococcus_lactaris	0.06357	2014wet
55	Ruminococcus_lactaris	0.0	2014dry
56	Ruminococcus_lactaris	0.0	2014dry
57	Ruminococcus_lactaris	1.12748	2014wet
58	Ruminococcus_lactaris	0.0	2014wet
59	Ruminococcus_lactaris	0.0	2013dry
60	Ruminococcus_lactaris	0.0	2013dry
61	Ruminococcus_lactaris	0.0	2013dry
62	Ruminococcus_lactaris	0.0	2013dry
63	Ruminococcus_lactaris	0.0	2013dry
64	Ruminococcus_lactaris	0.0	2013dry
65	Ruminococcus_lactaris	0.0	2013dry
66	Ruminococcus_lactaris	0.0	2013dry
